
Frequency	dB	Unweighted
19.5	72
19.8	72
20.1	72.2
20.3	72.2
20.6	72.3
20.9	72.4
21.2	72.4
21.6	72.5
21.9	72.5
22.2	72.6
22.5	72.6
22.8	72.7
23.2	72.7
23.5	72.8
23.8	72.9
24.2	72.9
24.5	73
24.9	73
25.3	73.1
25.6	73.1
26	73.2
26.4	73.2
26.8	73.2
27.2	73.2
27.5	73.2
28	73.2
28.4	73.2
28.8	73.2
29.2	73.2
29.6	73.2
30	73.3
30.5	73.3
30.9	73.3
31.4	73.3
31.8	73.3
32.3	73.3
32.8	73.3
33.2	73.4
33.7	73.4
34.2	73.4
34.7	73.4
35.2	73.4
35.7	73.4
36.2	73.4
36.8	73.4
37.3	73.4
37.9	73.4
38.4	73.4
39	73.4
39.5	73.4
40.1	73.4
40.7	73.4
41.3	73.4
41.9	73.4
42.5	73.4
43.1	73.2
43.7	73.1
44.4	73
45	73
45.7	73.1
46.3	73.2
47	73.2
47.7	73.2
48.4	73.2
49.1	73.2
49.8	73.2
50.5	73.1
51.3	73
52	72.9
52.8	72.8
53.5	72.8
54.3	72.7
55.1	72.7
55.9	72.6
56.7	72.6
57.5	72.6
58.4	72.6
59.2	72.5
60.1	72.5
61	72.4
61.8	72.3
62.7	72.3
63.7	72.3
64.6	72.3
65.5	72.2
66.5	72.2
67.4	72.1
68.4	72
69.4	71.9
70.4	71.9
71.5	71.9
72.5	72
73.5	71.9
74.6	71.9
75.7	71.7
76.8	71.6
77.9	71.5
79.1	71.3
80.2	71.2
81.4	71.1
82.6	71.2
83.8	71.2
85	71.1
86.2	71
87.5	70.9
88.7	70.7
90	70.6
91.3	70.7
92.7	70.6
94	70.5
95.4	70.4
96.8	70.4
98.2	70.3
99.6	70.2
101	70.1
103	70.1
104	70.1
106	70
107	69.9
109	69.7
110	69.5
112	69.4
113	69.4
115	69.3
117	69.1
118	69.1
120	69.2
122	69.1
124	69
125	68.9
127	68.8
129	68.7
131	68.7
133	68.6
135	68.5
137	68.5
139	68.5
141	68.4
143	68.3
145	68.2
147	68.1
149	67.9
151	67.8
154	67.7
156	67.8
158	67.9
160	67.9
163	67.8
165	67.7
168	67.6
170	67.5
172	67.5
175	67.5
177	67.5
180	67.4
183	67.4
185	67.4
188	67.3
191	67.3
194	67.2
196	67.3
199	67.3
202	67.2
205	67.1
208	67.1
211	67.2
214	67.2
217	67.2
220	67.2
224	67.1
227	67.1
230	67.1
234	67.1
237	67
240	66.9
244	66.9
247	66.9
251	66.8
255	66.9
258	66.9
262	67
266	66.9
270	66.9
274	66.9
278	66.9
282	66.9
286	66.9
290	66.9
294	67
298	67
303	67
307	67
312	67
316	66.9
321	66.9
325	66.8
330	66.9
335	66.9
340	66.8
345	66.8
350	66.9
355	66.9
360	66.8
365	67
371	66.9
376	66.9
382	66.8
387	66.7
393	66.8
398	66.9
404	66.8
410	66.9
416	66.8
422	66.8
428	66.8
434	66.8
441	66.8
447	66.7
454	66.7
460	66.8
467	66.8
474	66.7
481	66.7
488	66.5
495	66.6
502	66.7
509	66.7
517	66.7
524	66.6
532	66.6
540	66.5
547	66.5
555	66.5
563	66.5
572	66.5
580	66.4
588	66.4
597	66.4
606	66.4
614	66.3
623	66.3
632	66.3
642	66.3
651	66.3
660	66.2
670	66.2
680	66.2
690	66.1
700	66.1
710	66.1
720	66.1
731	66
741	66
752	66
763	65.9
774	65.9
785	65.8
797	65.9
808	65.8
820	65.9
832	66
844	66
856	66
869	66
882	65.9
894	65.9
907	65.9
921	66
934	66.1
948	66.1
961	66.2
975	66.2
990	66.3
1004	66.3
1019	66.4
1033	66.5
1048	66.6
1064	66.7
1079	66.9
1095	67
1111	67.2
1127	67.3
1143	67.3
1160	67.5
1177	67.6
1194	67.9
1211	68
1229	68.2
1247	68.2
1265	68.3
1283	68.5
1302	68.5
1321	68.8
1340	68.9
1360	69
1379	69
1399	69.1
1420	69.2
1440	69.2
1461	69.3
1483	69.3
1504	69.5
1526	69.5
1548	69.5
1571	69.5
1594	69.6
1617	69.7
1640	69.7
1664	69.8
1688	69.9
1713	70
1738	70
1763	70.1
1789	70.2
1815	70.2
1841	70.4
1868	70.5
1895	70.6
1923	70.7
1951	70.8
1979	70.9
2008	71.1
2037	71.2
2067	71.2
2097	71.5
2127	71.6
2158	71.8
2190	71.8
2221	72.2
2254	72.3
2287	72.4
2320	72.7
2354	72.8
2388	73.2
2423	73.3
2458	73.6
2494	73.8
2530	74
2567	74.3
2604	74.4
2642	74.7
2680	74.9
2719	75.1
2759	75.2
2799	75.4
2840	75.5
2881	75.6
2923	75.8
2965	75.8
3008	75.8
3052	75.8
3097	75.7
3142	75.6
3187	75.5
3234	75.3
3281	75.2
3328	74.9
3377	74.8
3426	74.5
3476	74.4
3526	74.1
3578	73.9
3630	73.7
3682	73.5
3736	73.4
3790	73.1
3846	73
3901	72.8
3958	72.6
4016	72.5
4074	72.4
4133	72.4
4194	72.3
4255	72.2
4316	72.2
4379	72.2
4443	72.2
4508	72.3
4573	72.3
4640	72.3
4707	72.4
4776	72.5
4845	72.5
4916	72.5
4987	72.5
5060	72.5
5133	72.5
5208	72.5
5284	72.3
5360	72.2
5438	71.8
5518	71.6
5598	71.3
5679	71
5762	70.8
5846	70.5
5931	70.4
6017	70.3
6104	70.3
6193	70.3
6283	70.5
6375	70.6
6467	70.7
6561	70.8
6657	70.7
6754	70.5
6852	70.2
6952	69.9
7053	69.6
7155	69.3
7259	69
7365	68.9
7472	68.8
7581	68.8
7691	68.8
7803	68.8
7916	68.9
8032	68.8
8148	68.7
8267	68.5
8387	67.8
8509	67.2
8633	66.4
8758	65.5
8886	64.5
9015	63.6
9146	62.7
9279	61.8
9414	61
9551	60.2
9690	59.4
9831	58.7
9974	58
10119	57.4
10266	56.9
10416	56.2
10567	56
10721	55.6
10877	55.1
11035	54.5
11196	53.9
11358	53.6
11524	53.4
11691	53.4
11861	53.6
12034	53.9
12209	54.4
12386	54.9
12567	55.6
12749	56.3
12935	57.1
13123	58.4
13314	58.7
13507	59.5
13704	60.1
13903	60.7
14105	61.3
14311	61.8
14519	62.6
14730	62.6
14944	62.4
15162	61.6
15382	60.5
15606	59.6
15833	59.1
16063	59.2
16297	59.5
16534	60.5
16774	60.9
17018	61.8
17266	62.4
17517	62.8
17772	62.8
18030	62.7
18293	62
18559	61.7
18829	62.1
19102	63.7
19380	63.8
20000	61
overall dB	94.5 dB
decay	Average
averaging	No Smoothing
source	Headset Mic 1 Low Range


saved	15/3/21, 4:18 AM
peak	20.5Hz
