
Frequency	dB	Unweighted
19.5	73.4
19.8	73.4
20.1	73.4
20.3	73.4
20.6	73.4
20.9	73.4
21.2	73.4
21.6	73.4
21.9	73.4
22.2	73.4
22.5	73.3
22.8	73.3
23.2	73.3
23.5	73.3
23.8	73.2
24.2	73.1
24.5	73.1
24.9	73
25.3	72.9
25.6	72.9
26	72.8
26.4	72.7
26.8	72.7
27.2	72.6
27.5	72.6
28	72.5
28.4	72.5
28.8	72.4
29.2	72.4
29.6	72.4
30	72.3
30.5	72.3
30.9	72.2
31.4	72.1
31.8	72
32.3	72
32.8	71.8
33.2	71.8
33.7	71.8
34.2	71.7
34.7	71.7
35.2	71.6
35.7	71.5
36.2	71.4
36.8	71.3
37.3	71.3
37.9	71.2
38.4	71.2
39	71.1
39.5	71.1
40.1	71
40.7	70.9
41.3	70.7
41.9	70.6
42.5	70.6
43.1	70.5
43.7	70.4
44.4	70.3
45	70.2
45.7	70.1
46.3	70
47	70
47.7	69.9
48.4	69.9
49.1	69.8
49.8	69.7
50.5	69.6
51.3	69.6
52	69.5
52.8	69.5
53.5	69.4
54.3	69.3
55.1	69.3
55.9	69.1
56.7	69
57.5	68.8
58.4	68.7
59.2	68.6
60.1	68.5
61	68.5
61.8	68.5
62.7	68.4
63.7	68.3
64.6	68.2
65.5	68.2
66.5	68.1
67.4	68
68.4	67.8
69.4	67.8
70.4	67.7
71.5	67.6
72.5	67.6
73.5	67.6
74.6	67.6
75.7	67.6
76.8	67.5
77.9	67.4
79.1	67.2
80.2	67.1
81.4	66.9
82.6	66.9
83.8	66.9
85	66.8
86.2	66.6
87.5	66.6
88.7	66.8
90	66.8
91.3	66.7
92.7	66.6
94	66.5
95.4	66.4
96.8	66.4
98.2	66.4
99.6	66.4
101	66.4
103	66.5
104	66.5
106	66.4
107	66.3
109	66.1
110	66.2
112	66.2
113	66.3
115	66.2
117	66.1
118	66
120	66
122	66.1
124	66.3
125	66.3
127	66.1
129	66
131	65.9
133	65.9
135	66
137	66
139	66
141	66
143	66
145	65.9
147	65.7
149	65.7
151	65.9
154	66
156	65.9
158	65.9
160	66
163	66
165	66.1
168	66.1
170	65.9
172	65.9
175	66
177	66
180	66.1
183	66
185	66
188	66.1
191	66.1
194	66
196	66
199	66.1
202	66.3
205	66.3
208	66.3
211	66.3
214	66.2
217	66.2
220	66.3
224	66.3
227	66.4
230	66.4
234	66.3
237	66.3
240	66.3
244	66.3
247	66.4
251	66.3
255	66.2
258	66.3
262	66.4
266	66.5
270	66.4
274	66.4
278	66.4
282	66.5
286	66.5
290	66.5
294	66.5
298	66.6
303	66.6
307	66.6
312	66.6
316	66.6
321	66.6
325	66.6
330	66.6
335	66.6
340	66.7
345	66.7
350	66.7
355	66.7
360	66.5
365	66.7
371	66.7
376	66.7
382	66.7
387	66.6
393	66.7
398	66.7
404	66.7
410	66.8
416	66.7
422	66.8
428	66.7
434	66.7
441	66.8
447	66.8
454	66.7
460	66.7
467	66.7
474	66.8
481	66.8
488	66.8
495	66.8
502	66.8
509	66.8
517	66.8
524	66.8
532	66.8
540	66.8
547	66.8
555	66.9
563	66.8
572	66.8
580	66.9
588	66.9
597	66.9
606	66.9
614	66.8
623	66.8
632	66.8
642	66.8
651	66.8
660	66.9
670	66.9
680	66.8
690	66.8
700	66.9
710	66.9
720	66.9
731	66.9
741	66.9
752	67
763	66.9
774	67
785	67
797	66.9
808	67
820	67
832	67.1
844	67.1
856	67.1
869	67.1
882	67.1
894	67.2
907	67.2
921	67.3
934	67.3
948	67.5
961	67.5
975	67.6
990	67.7
1004	67.8
1019	67.9
1033	68
1048	68.2
1064	68.2
1079	68.6
1095	68.7
1111	68.9
1127	69
1143	69.1
1160	69.4
1177	69.5
1194	69.9
1211	69.9
1229	70.3
1247	70.4
1265	70.5
1283	70.7
1302	70.8
1321	71.1
1340	71.2
1360	71.3
1379	71.4
1399	71.6
1420	71.7
1440	71.7
1461	72
1483	72.1
1504	72.2
1526	72.3
1548	72.4
1571	72.4
1594	72.5
1617	72.6
1640	72.7
1664	72.9
1688	72.9
1713	73.1
1738	73.1
1763	73.3
1789	73.3
1815	73.4
1841	73.6
1868	73.6
1895	73.8
1923	73.8
1951	74
1979	74.1
